CODE,Sales_Date,Id_Producto,Customer_ID,PVP,MOTIVO_VENTA,FORMA_PAGO,EXTENSION_GARANTIA,SEGURO_BATERIA_LARGO_PLAZO,MANTENIMIENTO_GRATUITO,FIN_GARANTIA,BASE_DATE,EN_GARANTIA,COSTE_VENTA_NO_IMPUESTOS,GENERO,CODIGO_POSTAL,Edad,RENTA_MEDIA_ESTIMADA,ENCUESTA_CLIENTE_ZONA_TALLER,STATUS_SOCIAL,Modelo,TIPO_CARROCERIA,Fuel,TRANSMISION_ID,Equipamiento,Kw,Revisiones,Km_medio_por_revision,km_ultima_revision,QUEJA,Lead_compra,Lead_compra_1,TIENDA_DESC,PROV_DESC,ZONA,Origen,Margen_eur_bruto,Margen_eur,tiene_queja,extension_garantia_bin,en_garantia_bin,Margen_pct,FLAG_Margen_Negativo,antiguedad_dias,ratio_rev_antiguedad,FLAG_cliente_nuevo,segmento_antiguedad,FLAG_deberia_haber_revisado,gasto_relativo,satisfaccion_baja,km_alto_pocas_rev,Mantenimiento_medio,Alpha,Categoria_Precio
SYN000062,2024-01-11,PA200076,106648,30330,Particular,Contado,NO,NO,0,10/01/2028,31/12/2023,SI,1034,M,CP28860,48,37484,19,A,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,10303.1,6623.03,0,0,1,21.84,0,0,0.0,1,Nuevo,0,0.8091452353003948,0,0,371.0,0.1,ESTANDAR
SYN000063,2024-01-26,PA200048,106910,11004,Particular,Financiera Marca,NO,NO,0,25/01/2028,31/12/2023,SI,222,F,CP8226,23,27132,16,G,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,2434.08,1092.77,0,0,1,9.93,0,0,0.0,1,Nuevo,0,0.4055727554179567,0,0,250.0,0.07,PREMIUM
SYN000064,2024-01-29,PA200041,79306,25953,Particular,Otros,NO,SI,0,28/01/2028,31/12/2023,SI,620,M,CP15660,54,27683,123,D,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,8816.23,5895.95,0,0,1,22.72,0,0,0.0,1,Nuevo,0,0.9375067731098509,0,0,371.0,0.1,ESTANDAR
SYN000065,2024-03-07,PA200087,10627,30246,Particular,Contado,NO,NO,0,06/03/2028,31/12/2023,SI,395,F,CP3110,50,37746,0,,J,TIPO7,HÍBRIDO,M,Mid-High,123,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Tienda,1194.72,-6618.58,0,0,1,-21.88,1,0,0.0,1,Nuevo,0,0.801303449372119,1,0,390.0,0.1,ESTANDAR
SYN000066,2024-03-24,PA200073,103232,28667,Particular,Contado,NO,NO,0,23/03/2028,31/12/2023,SI,1034,F,CP28860,30,37532,213,F,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,9738.18,6189.49,0,0,1,21.59,0,0,0.0,1,Nuevo,0,0.7638015560055419,0,0,371.0,0.1,ESTANDAR
SYN000067,2024-01-09,PA200012,107402,15195,Particular,Financiera Marca,"SI, Financiera",NO,0,08/01/2028,31/12/2023,SI,1211,M,CP28880,46,36359,19,A,A,TIPO1,HÍBRIDO,M,High,64,0,0,0,NO,1,1,BARCELONA SUR,BARCELONA,ESTE,Internet,3361.13,699.73,0,1,1,4.61,0,0,0.0,1,Nuevo,0,0.4179157842624935,0,0,250.0,0.07,PREMIUM
SYN000068,2024-03-13,PA200066,107842,21553,Particular,Contado,NO,NO,0,12/03/2028,31/12/2023,SI,0,M,CP28902,50,27727,12,B,D,TIPO1,HÍBRIDO,M,Low,104,0,0,0,NO,1,1,BARCELONA SUR,BARCELONA,ESTE,Internet,5618.87,260.81,0,0,1,1.21,0,0,0.0,1,Nuevo,0,0.7773289573340065,0,0,290.0,0.1,ESTANDAR
SYN000069,2024-02-28,PA200058,102890,19453,Particular,Contado,NO,NO,0,27/02/2028,31/12/2023,SI,1461,M,CP11100,28,27354,22,H,B,TIPO1,HÍBRIDO,M,Mid,77,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,5071.4,1823.61,0,0,1,9.37,0,0,0.0,1,Nuevo,0,0.711157417562331,0,0,263.0,0.07,PREMIUM
SYN000070,2024-03-22,PA200046,105434,29446,Particular,Contado,SI,NO,0,21/03/2028,31/12/2023,SI,994,M,CP8921,31,27819,13,B,I,TIPO7,ELÉCTRICO,A,High,106,0,0,0,NO,0,0,SEVILLA,SEVILLA,SUR,Tienda,10002.81,6432.57,0,1,1,21.85,0,0,0.0,1,Nuevo,0,1.0584852079514002,0,0,371.0,0.1,ESTANDAR
SYN000071,2024-03-15,PA200040,101753,33874,Particular,Contado,NO,SI,0,14/03/2028,31/12/2023,SI,0,M,CP28906,48,27436,19,E,K,TIPO7,ELÉCTRICO,A,Mid,193,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Internet,1338.02,-6940.11,0,0,1,-20.49,1,0,0.0,1,Nuevo,0,1.2346551975506634,0,0,410.0,0.1,ESTANDAR
SYN000072,2024-03-22,PA200079,83449,18751,Particular,Otros,SI,SI,0,21/03/2028,31/12/2023,SI,746,M,CP36211,27,30484,128,B,B,TIPO6,HÍBRIDO,M,High,74,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,4888.39,2411.06,0,1,1,12.86,0,0,0.0,1,Nuevo,0,0.615109565673796,0,0,263.0,0.07,PREMIUM
SYN000073,2024-03-01,PA200014,101208,11004,Particular,Contado,NO,NO,0,29/02/2028,31/12/2023,SI,278,M,CP20130,50,29371,13,G,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,2434.08,1036.77,0,0,1,9.42,0,0,0.0,1,Nuevo,0,0.3746552722072793,0,0,250.0,0.07,PREMIUM
SYN000074,2024-02-11,PA200038,103503,28405,Particular,Contado,SI,NO,0,10/02/2028,31/12/2023,SI,1034,F,CP28028,78,32986,175,A,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,9649.18,6121.18,0,1,1,21.55,0,0,0.0,1,Nuevo,0,0.8611229006245074,0,0,371.0,0.1,ESTANDAR
SYN000075,2024-02-16,PA200010,100896,33675,Particular,Contado,NO,NO,0,15/02/2028,31/12/2023,SI,0,M,CP28033,40,32322,124,E,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Internet,1330.16,-6900.81,0,0,1,-20.49,1,0,0.0,1,Nuevo,0,1.041860033413774,0,0,390.0,0.1,ESTANDAR
SYN000076,2024-02-19,PA200031,100184,24004,Particular,Otros,NO,NO,0,18/02/2028,31/12/2023,SI,332,F,CP8107,38,24962,12,H,D,TIPO1,HÍBRIDO,M,Low,99,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,6257.84,-13.11,0,0,1,-0.05,1,0,0.0,1,Nuevo,0,0.9616216649306947,0,0,290.0,0.1,ESTANDAR
SYN000077,2024-01-16,PA200095,107407,33250,No Particular,Otros,NO,NO,4,15/01/2028,31/12/2023,SI,994,M,CP20249,26,0,0,,I,TIPO7,ELÉCTRICO,A,Mid,113,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Internet,11295.02,7424.27,0,0,1,22.33,0,0,0.0,1,Nuevo,0,33250.0,1,0,371.0,0.1,ESTANDAR
SYN000078,2024-03-05,PA200070,29676,24274,Particular,Financiera Marca,"SI, Financiera",NO,0,04/03/2028,31/12/2023,SI,1482,F,CP25001,32,24428,81,E,I,TIPO7,HÍBRIDO,M,Mid-High,117,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Tienda,8245.88,4596.23,0,1,1,18.93,0,0,0.0,1,Nuevo,0,0.993695758965122,0,0,371.0,0.1,ESTANDAR
SYN000079,2024-02-29,PA200079,103475,13529,Particular,Financiera Marca,NO,NO,0,28/02/2028,31/12/2023,SI,278,M,CP21007,38,23522,66,H,A,TIPO1,HÍBRIDO,M,Mid-High,61,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,2992.61,1395.82,0,0,1,10.32,0,0,0.0,1,Nuevo,0,0.5751636765581158,0,0,250.0,0.07,PREMIUM
SYN000080,2024-03-07,PA200010,105881,19614,Particular,Financiera Marca,NO,NO,4,06/03/2028,31/12/2023,SI,1762,M,CP50009,25,0,0,,B,TIPO1,HÍBRIDO,M,Mid-High,85,0,0,0,NO,1,1,MADRID NORTE,MADRID,CENTRO,Internet,5113.37,1551.86,0,0,1,7.91,0,0,0.0,1,Nuevo,0,19614.0,1,0,263.0,0.07,PREMIUM
SYN000081,2024-02-09,PA200034,102147,13094,Particular,Contado,NO,NO,0,08/02/2028,31/12/2023,SI,747,F,CP8020,29,30857,26,B,A,TIPO1,HÍBRIDO,M,Mid-High,61,0,0,0,NO,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,2896.39,864.97,0,0,1,6.61,0,0,0.0,1,Nuevo,0,0.42434455715072755,0,0,250.0,0.07,PREMIUM
SYN000082,2024-02-12,PA200023,104175,19455,Particular,Contado,SI,NO,0,11/02/2028,31/12/2023,SI,3034,F,CP4007,54,30337,137,E,B,TIPO1,HÍBRIDO,M,Mid,77,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,5071.92,250.97,0,1,1,1.29,0,0,0.0,1,Nuevo,0,0.6412961070639813,0,0,263.0,0.07,PREMIUM
SYN000083,2024-03-28,PA200085,102542,21531,Particular,Contado,NO,NO,0,27/03/2028,31/12/2023,SI,829,M,CP45004,49,35354,113,E,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,5613.13,2833.18,0,0,1,13.16,0,0,0.0,1,Nuevo,0,0.6090117101318097,0,0,263.0,0.07,PREMIUM
SYN000084,2024-03-19,PA200054,101286,19234,No Particular,Otros,"SI, Financiera",NO,0,18/03/2028,31/12/2023,SI,1251,F,CP6420,50,22123,89,K,B,TIPO1,HÍBRIDO,M,Mid-High,71,0,0,0,NO,1,1,BARCELONA NORTE,BARCELONA,ESTE,Internet,5014.3,1993.82,0,1,1,10.37,0,0,0.0,1,Nuevo,0,0.8694119242417394,0,0,263.0,0.07,PREMIUM
SYN000085,2024-03-22,PA200014,103583,19453,Particular,Otros,NO,NO,0,21/03/2028,31/12/2023,SI,931,M,CP30820,32,24190,8,H,B,TIPO1,HÍBRIDO,M,Mid,77,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,5071.4,2353.61,0,0,1,12.1,0,0,0.0,1,Nuevo,0,0.804175279040926,0,0,263.0,0.07,PREMIUM
SYN000086,2024-02-18,PA200060,106208,21403,Particular,Financiera Marca,"SI, Financiera",NO,4,17/02/2028,31/12/2023,SI,716,M,CP46024,38,25056,116,E,H,TIPO7,HÍBRIDO,M,Mid,85,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,7101.52,1063.0,0,1,1,4.97,0,0,0.0,1,Nuevo,0,0.8542065772669221,0,0,353.0,0.1,ESTANDAR
SYN000087,2024-02-19,PA200084,102634,20621,Particular,Contado,NO,SI,0,18/02/2028,31/12/2023,SI,783,M,CP28529,53,33217,168,D,C,TIPO4,HÍBRIDO,M,Mid-High,81,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,5375.89,-544.28,0,0,1,-2.64,1,0,0.0,1,Nuevo,0,0.6207965800644248,0,0,276.0,0.1,ESTANDAR
SYN000088,2024-02-17,PA200002,49039,26838,Particular,Otros,SI,NO,0,16/02/2028,31/12/2023,SI,620,M,CP31860,31,0,61,H,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Internet,9116.87,6126.67,0,1,1,22.83,0,0,0.0,1,Nuevo,0,26838.0,0,0,371.0,0.1,ESTANDAR
SYN000089,2024-01-03,PA200045,103270,23452,Particular,Contado,NO,NO,0,02/01/2028,31/12/2023,SI,3258,M,CP41008,48,23418,0,,C,TIPO4,HÍBRIDO,M,Mid-High,78,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,6113.94,-2952.19,0,0,1,-12.59,1,0,0.0,1,Nuevo,0,1.0014518746263559,1,0,276.0,0.1,ESTANDAR
SYN000090,2024-03-08,PA200052,104623,19829,Particular,Prestamo Bancario,SI,SI,0,07/03/2028,31/12/2023,SI,916,M,CP36940,46,0,0,,B,TIPO6,HÍBRIDO,M,Mid,81,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,5169.42,2436.93,0,1,1,12.29,0,0,0.0,1,Nuevo,0,19829.0,1,0,263.0,0.07,PREMIUM
SYN000091,2024-02-19,PA200077,104408,28667,Particular,Financiera Marca,"SI, Financiera",NO,0,18/02/2028,31/12/2023,SI,1521,M,CP29130,78,23805,99,I,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,9738.18,5702.49,0,1,1,19.89,0,0,0.0,1,Nuevo,0,1.2042428061331654,0,0,371.0,0.1,ESTANDAR
SYN000092,2024-02-18,PA200017,101352,23913,Particular,Otros,NO,NO,0,17/02/2028,31/12/2023,SI,994,M,CP36930,31,21332,68,I,I,TIPO7,HÍBRIDO,M,Mid-High,117,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,8123.25,4990.12,0,0,1,20.87,0,0,0.0,1,Nuevo,0,1.1209919369960621,0,0,371.0,0.1,ESTANDAR
SYN000093,2024-03-23,PA200024,49878,22814,No Particular,Contado,NO,NO,0,22/03/2028,31/12/2023,SI,1899,M,CP3180,41,24888,116,C,C,TIPO4,HÍBRIDO,M,Low,78,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,5947.61,-1608.31,0,0,1,-7.05,1,0,0.0,1,Nuevo,0,0.9166666666666666,0,0,276.0,0.1,ESTANDAR
SYN000094,2024-02-18,PA200075,101777,30330,No Particular,Contado,SI,NO,4,17/02/2028,31/12/2023,SI,1034,M,CP28980,46,27991,0,,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MALAGA,MALAGA,SUR,Tienda,10303.1,6623.03,0,1,1,21.84,0,0,0.0,1,Nuevo,0,1.0835625736843986,1,0,371.0,0.1,ESTANDAR
SYN000095,2024-01-11,PA200017,107881,27379,Particular,Otros,NO,NO,0,10/01/2028,31/12/2023,SI,1034,M,CP3668,58,19967,68,J,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,9300.65,5853.71,0,0,1,21.38,0,0,0.0,1,Nuevo,0,1.371212500626033,0,0,371.0,0.1,ESTANDAR
SYN000096,2024-03-16,PA200053,102800,30078,Particular,Otros,NO,SI,0,15/03/2028,31/12/2023,SI,620,F,CP41003,37,33719,114,E,D,TIPO8,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Tienda,7841.33,-157.15,0,0,1,-0.52,1,0,0.0,1,Nuevo,0,0.8920193362792491,0,0,290.0,0.1,ESTANDAR
SYN000097,2024-02-12,PA200093,108146,22399,Particular,Contado,NO,NO,0,11/02/2028,31/12/2023,SI,1793,M,CP46011,53,23917,91,E,C,TIPO4,HÍBRIDO,M,Low,78,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,5839.42,-1512.14,0,0,1,-6.75,1,0,0.0,1,Nuevo,0,0.9365305013170548,0,0,276.0,0.1,ESTANDAR
SYN000098,2024-01-13,PA200081,105528,26495,Particular,Financiera Marca,"SI, Financiera",NO,0,12/01/2028,31/12/2023,SI,1521,F,CP28030,30,33817,145,E,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,LA CORUÑA,LA CORUÑA,NORTE,Tienda,9000.35,5136.25,0,1,1,19.39,0,0,0.0,1,Nuevo,0,0.7834816808114262,0,0,371.0,0.1,ESTANDAR
SYN000099,2024-03-31,PA200072,19663,26495,Particular,Otros,NO,NO,0,30/03/2028,31/12/2023,SI,1034,M,CP8181,60,31109,12,C,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,1,1,BARCELONA SUR,BARCELONA,ESTE,Internet,9000.35,5623.25,0,0,1,21.22,0,0,0.0,1,Nuevo,0,0.8516827927609374,0,0,371.0,0.1,ESTANDAR
SYN000100,2024-01-15,PA200058,103993,20936,Particular,Contado,SI,NO,0,14/01/2028,31/12/2023,SI,0,M,CP9240,52,25449,198,H,D,TIPO1,HÍBRIDO,M,Low,85,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Tienda,5458.02,246.18,0,1,1,1.18,0,0,0.0,1,Nuevo,0,0.8226649377185744,0,0,290.0,0.1,ESTANDAR
SYN000101,2024-03-13,PA200074,103216,34448,Particular,Contado,SI,NO,0,12/03/2028,31/12/2023,SI,450,M,CP18320,48,0,0,,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,1360.7,-7503.48,0,1,1,-21.78,1,0,0.0,1,Nuevo,0,34448.0,1,0,390.0,0.1,ESTANDAR
SYN000102,2024-01-21,PA200061,103034,19994,Particular,Contado,NO,NO,0,20/01/2028,31/12/2023,SI,1447,M,CP3003,37,0,0,,B,TIPO1,HÍBRIDO,M,Mid-High,85,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,5212.44,1935.91,0,0,1,9.68,0,0,0.0,1,Nuevo,0,19994.0,1,0,263.0,0.07,PREMIUM
SYN000103,2024-02-05,PA200072,102963,20671,Particular,Contado,SI,NO,0,04/02/2028,31/12/2023,SI,716,M,CP7006,43,0,0,,H,TIPO7,HÍBRIDO,M,Mid,85,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,6858.64,993.61,0,1,1,4.81,0,0,0.0,1,Nuevo,0,20671.0,1,0,353.0,0.1,ESTANDAR
SYN000104,2024-02-03,PA200064,100454,24411,Particular,Contado,NO,NO,0,02/02/2028,31/12/2023,SI,1993,M,CP11370,48,24150,83,I,D,TIPO8,HÍBRIDO,M,Low,101,0,0,0,NO,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,6363.95,-1664.46,0,0,1,-6.82,1,0,0.0,1,Nuevo,0,1.010807453416149,0,0,290.0,0.1,ESTANDAR
SYN000105,2024-02-18,PA200029,105137,18299,Particular,Contado,NO,SI,0,17/02/2028,31/12/2023,SI,2763,M,CP28022,52,27658,12,B,B,TIPO1,HÍBRIDO,M,High,74,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,4770.55,311.93,0,0,1,1.7,0,0,0.0,1,Nuevo,0,0.6616168920384699,0,0,263.0,0.07,PREMIUM
SYN000106,2024-03-18,PA200084,100694,23293,Particular,Contado,NO,NO,0,17/03/2028,31/12/2023,SI,1956,M,CP8170,50,28253,12,C,C,TIPO4,HÍBRIDO,M,Low,78,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,6072.49,-1653.96,0,0,1,-7.1,1,0,0.0,1,Nuevo,0,0.8244434219374933,0,0,276.0,0.1,ESTANDAR
SYN000107,2024-02-12,PA200092,100776,19994,Particular,Financiera Marca,"SI, Financiera",NO,0,11/02/2028,31/12/2023,SI,1339,M,CP46370,27,25521,119,H,B,TIPO1,HÍBRIDO,M,Mid-High,85,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Internet,5212.44,2043.91,0,1,1,10.22,0,0,0.0,1,Nuevo,0,0.7834332510481564,0,0,263.0,0.07,PREMIUM
SYN000108,2024-02-01,PA200015,106418,30892,Particular,Contado,NO,NO,0,31/01/2028,31/12/2023,SI,0,M,CP20260,54,31096,133,G,J,TIPO7,HÍBRIDO,M,Mid-High,123,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,1220.23,-6351.17,0,0,1,-20.56,1,0,0.0,1,Nuevo,0,0.9934396706971957,0,0,390.0,0.1,ESTANDAR
SYN000109,2024-01-29,PA200014,100225,19472,Particular,Financiera Marca,NO,NO,0,28/01/2028,31/12/2023,SI,3115,M,CP45003,54,27522,0,,B,TIPO1,HÍBRIDO,M,Mid,81,0,0,0,NO,0,0,MALAGA,MALAGA,SUR,Internet,5076.35,173.06,0,0,1,0.89,0,0,0.0,1,Nuevo,0,0.7075067218952111,1,0,263.0,0.07,PREMIUM
SYN000110,2024-01-12,PA200047,105546,26885,Particular,Financiera Marca,"SI, Financiera",NO,0,11/01/2028,31/12/2023,SI,2021,M,CP28030,30,33694,123,E,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,9132.83,4737.92,0,1,1,17.62,0,0,0.0,1,Nuevo,0,0.7979165430046893,0,0,371.0,0.1,ESTANDAR
SYN000111,2024-02-13,PA200042,101622,20273,Particular,Contado,NO,NO,0,12/02/2028,31/12/2023,SI,915,F,CP27003,29,0,0,,H,TIPO7,ELÉCTRICO,A,Mid-High,85,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Tienda,6726.58,756.88,0,0,1,3.73,0,0,0.0,1,Nuevo,0,20273.0,1,0,353.0,0.1,ESTANDAR
SYN000112,2024-02-27,PA200039,50125,21393,Particular,Contado,NO,NO,0,26/02/2028,31/12/2023,SI,2169,M,CP8013,50,0,0,,D,TIPO1,HÍBRIDO,M,Low,85,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Tienda,5577.16,-1911.99,0,0,1,-8.94,1,0,0.0,1,Nuevo,0,21393.0,1,0,290.0,0.1,ESTANDAR
SYN000113,2024-01-29,PA200035,103199,23465,Particular,Contado,SI,NO,0,28/01/2028,31/12/2023,SI,1844,F,CP8770,30,25050,12,H,C,TIPO4,HÍBRIDO,M,Mid-High,78,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,6117.33,-1537.88,0,1,1,-6.55,1,0,0.0,1,Nuevo,0,0.9367265469061876,0,0,276.0,0.1,ESTANDAR
SYN000114,2024-01-24,PA200040,103876,21979,Particular,Financiera Marca,NO,NO,0,23/01/2028,31/12/2023,SI,3334,F,CP8830,29,26234,13,G,C,TIPO4,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,5729.93,-3063.1,0,0,1,-13.94,1,0,0.0,1,Nuevo,0,0.8378059007394983,0,0,276.0,0.1,ESTANDAR
SYN000115,2024-01-08,PA200057,105436,34133,Particular,Contado,NO,SI,0,07/01/2028,31/12/2023,SI,446,M,CP30180,51,20416,7,J,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,1348.25,-7437.27,0,0,1,-21.79,1,0,0.0,1,Nuevo,0,1.671875,0,0,390.0,0.1,ESTANDAR
SYN000116,2024-03-02,PA200076,100312,25792,Particular,Financiera Marca,NO,NO,4,01/03/2028,31/12/2023,SI,2175,M,CP3015,41,0,0,,B,TIPO6,HÍBRIDO,M,Mid,106,0,0,0,NO,1,1,BARCELONA NORTE,BARCELONA,ESTE,Internet,6723.97,2261.41,0,0,1,8.77,0,0,0.0,1,Nuevo,0,25792.0,1,0,263.0,0.07,PREMIUM
SYN000117,2024-01-19,PA200073,108286,22764,Particular,Otros,NO,NO,0,18/01/2028,31/12/2023,SI,2169,M,CP28980,43,0,0,,E,TIPO2,HÍBRIDO,M,Mid,89,0,0,0,NO,1,1,BARCELONA NORTE,BARCELONA,ESTE,Internet,6653.92,-1160.15,0,0,1,-5.1,1,0,0.0,1,Nuevo,0,22764.0,1,0,305.0,0.1,ESTANDAR
SYN000118,2024-01-05,PA200048,103490,11004,No Particular,Contado,NO,NO,0,04/01/2028,31/12/2023,SI,578,M,CP3204,38,29832,82,D,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,2434.08,736.77,0,0,1,6.7,0,0,0.0,1,Nuevo,0,0.3688656476267096,0,0,250.0,0.07,PREMIUM
SYN000119,2024-01-05,PA200024,102595,29064,Particular,Contado,SI,SI,0,04/01/2028,31/12/2023,SI,408,M,CP17003,46,27147,15,B,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,9873.04,6918.98,0,1,1,23.81,0,0,0.0,1,Nuevo,0,1.0706155376284672,0,0,371.0,0.1,ESTANDAR
SYN000120,2024-03-15,PA200049,57523,24321,Particular,Contado,SI,SI,0,14/03/2028,31/12/2023,SI,2849,M,CP28033,49,33059,0,D,D,TIPO8,HÍBRIDO,M,Mid-High,110,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,6340.48,-2522.59,0,1,1,-10.37,1,0,0.0,1,Nuevo,0,0.7356846849571977,1,0,290.0,0.1,ESTANDAR
SYN000121,2024-02-28,PA200002,103520,36771,Particular,Otros,NO,NO,0,27/02/2028,31/12/2023,SI,1094,M,CP38670,34,0,0,,I,TIPO7,ELÉCTRICO,A,Mid,124,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,12491.11,8242.2,0,0,1,22.41,0,0,0.0,1,Nuevo,0,36771.0,1,0,371.0,0.1,ESTANDAR
SYN000122,2024-03-05,PA200052,101934,24045,Particular,Contado,NO,NO,0,04/03/2028,31/12/2023,SI,2386,M,CP8290,44,28146,89,D,C,TIPO4,HÍBRIDO,M,Mid,101,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,6268.53,-2066.13,0,0,1,-8.59,1,0,0.0,1,Nuevo,0,0.8542954593903219,0,0,276.0,0.1,ESTANDAR
SYN000123,2024-02-07,PA200007,102200,25893,Particular,Contado,SI,NO,0,06/02/2028,31/12/2023,SI,1094,F,CP28918,37,32549,152,D,C,TIPO4,HÍBRIDO,M,Mid,101,0,0,0,NO,1,1,BARCELONA NORTE,BARCELONA,ESTE,Internet,6750.31,-730.34,0,1,1,-2.82,1,0,0.0,1,Nuevo,0,0.7955083105471751,0,0,276.0,0.1,ESTANDAR
SYN000124,2024-03-13,PA200021,101067,11475,Particular,Contado,NO,NO,0,12/03/2028,31/12/2023,SI,1147,M,CP28931,25,23588,86,E,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,2538.27,234.74,0,0,1,2.05,0,0,0.0,1,Nuevo,0,0.48647617432592843,0,0,250.0,0.07,PREMIUM
SYN000125,2024-01-05,PA200039,107684,19172,Particular,Otros,NO,NO,0,04/01/2028,31/12/2023,SI,3075,F,CP8301,69,0,0,,B,TIPO6,HÍBRIDO,M,Low,78,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Internet,4998.14,158.55,0,0,1,0.83,0,0,0.0,1,Nuevo,0,19172.0,1,0,263.0,0.07,PREMIUM
SYN000126,2024-03-01,PA200008,106988,29446,Particular,Contado,NO,NO,0,29/02/2028,31/12/2023,SI,994,F,CP28803,48,24592,121,E,I,TIPO7,ELÉCTRICO,A,High,106,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,10002.81,6432.57,0,0,1,21.85,0,0,0.0,1,Nuevo,0,1.1973812621990891,0,0,371.0,0.1,ESTANDAR
